name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,57,220659840,,,0,,primary,0,-76.258366,36.782946,,,
,58,220659929,motorway_junction,,0,,motorway,0,-76.4046115,36.785947,,,
,59,220660550,,,0,,primary,0,-76.2548663,36.7743689,,,
,60,220668962,motorway_junction,,0,,motorway,0,-76.412501,36.785428,,,
,61,220669357,,,0,,primary,0,-76.413158,36.786637,,,
,62,220669410,,,0,,primary,0,-76.412474,36.787269,,,
,63,220670052,,,0,,primary,0,-76.32451,36.773455,,,
,64,220672777,,,0,,primary,0,-76.367371,36.771952,,,
,65,220672782,,,0,,motorway,0,-76.367384,36.771843,,,
,66,220672902,,,0,,motorway,0,-76.362542,36.767933,,,
,67,220672911,motorway_junction,,0,,motorway,0,-76.373268,36.775846,,,
,68,220672969,,,0,,motorway,0,-76.368771,36.771922,,,
,69,220672973,,,0,,primary,0,-76.368669,36.771815,,,
,70,220674571,,,0,,motorway,0,-76.2820776,36.8155507,,,
,71,220674620,,,0,,motorway,0,-76.2809448,36.8108279,,,
,72,220675579,,,0,,motorway,1,-76.2839495,36.7865864,,,
,73,220675629,,,0,,motorway,0,-76.284606,36.788965,,,
,74,220676834,motorway_junction,,0,,motorway,0,-76.2220941,36.7897428,,,
,75,220676841,motorway_junction,,0,,motorway,0,-76.228227,36.786698,,,
,76,220676867,,,0,,motorway,0,-76.233578,36.784132,,,
,77,220678434,,,0,,primary,0,-76.256879,36.7773697,,,
,78,220680807,,,0,,primary,0,-76.286073,36.778042,,,
,79,220681852,,,0,,motorway,0,-76.275265,36.774839,,,
,80,220681855,,,0,,motorway,0,-76.275241,36.774719,,,
,81,220681862,,,0,,motorway,0,-76.275161,36.774315,,,
,82,220681886,motorway_junction,,0,,motorway,0,-76.274206,36.771587,,,
,83,220690050,,,0,,primary,0,-76.286151,36.776774,,,
,84,220690130,,,0,,primary,0,-76.2858556,36.7780396,,,
,85,220690206,,,0,,primary,0,-76.285286,36.7774235,,,
,86,220690432,motorway_junction,,0,,motorway,0,-76.268304,36.763479,,,
,87,220692378,motorway_junction,,0,,motorway,0,-76.248918,36.7770442,,,
,88,220694775,,,0,,primary,0,-76.258499,36.783513,,,
,89,220694848,,,0,,primary,0,-76.258347,36.783377,,,
,90,220694966,,,0,,primary,0,-76.2580262,36.7816414,,,
,91,220696258,,,0,,primary,0,-76.344285,36.772452,,,
,92,220698085,,,0,,motorway,0,-76.270609,36.76351,,,
,93,220698150,motorway_junction,,0,,motorway,0,-76.271205,36.767355,,,
,94,220699630,motorway_junction,,0,,motorway,0,-76.2373352,36.7823087,,,
,95,220701195,,,0,,primary,0,-76.274328,36.774873,,,
,96,220702436,,,0,,primary,0,-76.3237514,36.7728907,,,
,97,220702992,,,0,,motorway,0,-76.397059,36.786547,,,
,98,220703082,motorway_junction,,0,,motorway,0,-76.393546,36.791889,,,
,99,220703625,,,0,,primary,0,-76.408913,36.865604,,,
,100,220703652,,,0,,primary,0,-76.4096141,36.8652369,,,
,101,220703713,,,0,,primary,0,-76.256764,36.784104,,,
,102,220703851,motorway_junction,,0,,motorway,0,-76.2398498,36.7818602,,,
,103,220704239,,,0,,primary,0,-76.286167,36.775165,,,
,104,220704312,,,0,,primary,0,-76.284838,36.77634,,,
,105,220704361,,,0,,primary,0,-76.283641,36.776035,,,
,106,220705273,,,0,,primary,0,-76.237204,36.795538,,,
,107,220706656,,,0,,primary,0,-76.258834,36.784913,,,
,108,220707330,,,0,,primary,0,-76.258946,36.784804,,,
,109,220709780,,,0,,primary,1,-76.41433,36.78562,,,
,110,220709850,,,0,,primary,0,-76.413419,36.786951,,,
,111,220709877,,,0,,motorway,1,-76.414388,36.787499,,,
,112,220715445,motorway_junction,,0,,motorway,0,-76.36193,36.768194,,,
,113,220715551,,,0,,primary,0,-76.358909,36.772029,,,
,114,220715884,,,0,,motorway,0,-76.2318047,36.7808085,,,
,115,220717886,,,0,,motorway,0,-76.2865165,36.7865749,,,
,116,220719038,,,0,,primary,0,-76.280853,36.77538,,,
,117,220719143,,,0,,motorway,1,-76.265376,36.763079,,,
,119,220721103,,,0,,primary,0,-76.2520849,36.7672252,,,
,120,220721115,traffic_signals,,1,,primary,0,-76.2522622,36.7684904,,,
,121,220721127,,,0,,primary,0,-76.2526568,36.7700413,,,
,122,220721170,,,0,,primary,0,-76.2576195,36.7791263,,,
,123,220721176,,,0,,primary,0,-76.2580737,36.7811731,,,
,124,220721180,,,0,,primary,0,-76.2581214,36.7813782,,,
,125,220721199,,,0,,primary,0,-76.2591436,36.7856682,,,
,126,220721306,traffic_signals,,1,,primary,0,-76.260388,36.791529,,,
,127,220721352,,,0,,primary,0,-76.2594698,36.7870363,,,
,128,220728410,,,0,,primary,0,-76.276134,36.804389,,,
,129,220728848,,,0,,primary,0,-76.406601,36.784481,,,
,130,220729274,traffic_signals,,1,,primary,0,-76.393157,36.799404,,,
,131,220742391,,,0,,primary,0,-76.272697,36.820592,,,
,132,220742410,,,0,,primary,0,-76.2710061,36.8224884,,,
,134,220744548,,,0,,primary,0,-76.271957,36.819936,,,
,136,220749430,,,0,,primary,0,-76.388702,36.802073,,,
,137,220749522,,,0,,primary,0,-76.402165,36.792968,,,
,138,220749536,,,0,,primary,0,-76.404376,36.791455,,,
,139,220749578,,,0,,primary,0,-76.4087396,36.7887768,,,
,141,220751697,traffic_signals,,1,,primary,0,-76.260108,36.8155123,,,
,142,220758217,,,0,,primary,0,-76.251109,36.7631587,,,
,143,220763817,,,0,,primary,0,-76.2764,36.80533,,,
,144,220764595,,,0,,primary,0,-76.261673,36.815055,,,
,145,220764643,,,0,,primary,0,-76.2604754,36.8163448,,,
,146,220764655,,,0,,primary,0,-76.2602241,36.8177937,,,
,147,220769965,,,0,,primary,0,-76.371747,36.771996,,,
,148,220769970,,,0,,primary,0,-76.371771,36.77189,,,
,149,220771055,,,0,,primary,0,-76.2623961,36.7996601,,,
,150,220775908,,,0,,primary,0,-76.4020831,36.7841165,,,
,151,220779112,,,0,,primary,0,-76.234842,36.797278,,,
,152,220804644,,,0,,primary,0,-76.2672857,36.7778075,,,
,153,220804665,traffic_signals,,1,,primary,0,-76.267297,36.778209,,,
,154,220804670,traffic_signals,,1,,primary,0,-76.267352,36.778328,,,
,155,220805008,,,0,,primary,0,-76.260652,36.8180144,,,
,156,220805019,,,0,,primary,0,-76.2603469,36.8191203,,,
,157,220812682,,,0,,primary,0,-76.238713,36.794272,,,
,158,220812737,,,0,,primary,0,-76.254943,36.785151,,,
,159,220812846,,,0,,primary,0,-76.285177,36.776438,,,
,160,220812868,,,0,,primary,0,-76.2886869,36.7767142,,,
,161,220812896,,,0,,primary,0,-76.2917431,36.7756676,,,
,162,220812904,,,0,,primary,0,-76.298128,36.7746304,,,
,163,220812948,,,0,,primary,0,-76.32441,36.772767,,,
,164,220812974,,,0,,primary,0,-76.345535,36.772313,,,
,165,220813486,,,0,,primary,0,-76.237874,36.795044,,,
,166,220813488,,,0,,primary,0,-76.238813,36.79437,,,
,167,220813538,,,0,,primary,0,-76.255056,36.785276,,,
,168,220813744,,,0,,primary,0,-76.289158,36.7766494,,,
,169,220813755,,,0,,primary,0,-76.2917718,36.7757735,,,
,170,220813777,,,0,,primary,0,-76.298149,36.7747101,,,
,171,220813852,,,0,,primary,0,-76.3426208,36.7724805,,,
,172,220813855,,,0,,primary,0,-76.345542,36.772424,,,
,173,220813980,,,0,,primary,0,-76.3986262,36.7824505,,,
,174,220814040,,,0,,primary,0,-76.4083992,36.7846008,,,
,175,220817022,,,0,,primary,0,-76.2844866,36.7794029,,,
,176,220817141,,,0,,primary,0,-76.285359,36.77674,,,
,177,220832580,,,0,,primary,0,-76.279134,36.792812,,,
,178,220855890,,,0,,primary,0,-76.336181,36.78084,,,
,179,220887284,,,0,,motorway,0,-76.2131532,36.7944185,,,
,180,220887381,,,0,,motorway,1,-76.26816,36.763089,,,
,181,220887867,,,0,,motorway,1,-76.358607,36.763009,,,
,182,220887872,,,0,,motorway,0,-76.359351,36.76389,,,
,183,220887902,,,0,,motorway,0,-76.3641957,36.771691,,,
,184,220887905,,,0,,motorway,0,-76.3646356,36.7722067,,,
,185,220888121,,,0,,motorway,0,-76.394292,36.783103,,,
,186,220888293,,,0,,motorway,0,-76.393086,36.791509,,,
,187,220888755,,,0,,motorway,0,-76.365451,36.772204,,,
,188,220888759,,,0,,motorway,0,-76.364893,36.771626,,,
,189,220888836,,,0,,motorway,1,-76.359609,36.76318,,,
,190,220889307,,,0,,motorway,1,-76.267424,36.763211,,,
,191,220889333,,,0,,motorway,0,-76.2556684,36.7726906,,,
,192,220906122,,,0,,motorway,0,-76.2837888,36.8138507,,,
,193,220908784,,,0,,primary,1,-76.240451,36.7921086,,,
,194,220912267,,,0,,primary,0,-76.2764553,36.7996276,,,
,195,220914628,,,0,,primary,0,-76.3442872,36.7631996,,,
,196,220914663,,,0,,primary,0,-76.346315,36.7660928,,,
,197,220914675,,,0,,primary,0,-76.3467643,36.7667985,,,
,198,220927096,,,0,,primary,0,-76.3287984,36.793018,,,
,199,220928467,,,0,,primary,0,-76.276103,36.802553,,,
,200,220928475,,,0,,primary,0,-76.276196,36.801801,,,
,201,220928503,,,0,,primary,0,-76.2828282,36.7835831,,,
,202,220933061,,,0,,primary,0,-76.398922,36.861478,,,
,203,220939288,,,0,,motorway,0,-76.403154,36.787123,,,
,204,220939414,,,0,,motorway,0,-76.400205,36.787288,,,
,205,220939433,,,0,,motorway,0,-76.396355,36.7891044,,,
,206,220944014,,,0,,motorway,0,-76.277589,36.775003,,,
,207,220944023,,,0,,motorway,0,-76.2803751,36.7778309,,,
,208,220944045,,,0,,motorway,0,-76.283461,36.781183,,,
,209,220944071,,,0,,motorway,0,-76.283878,36.781849,,,
,210,220944103,,,0,,motorway,0,-76.284523,36.783287,,,
,211,220944171,,,0,,motorway,0,-76.28506,36.786751,,,
,212,220944370,,,0,,motorway,0,-76.2797623,36.8028709,,,
,213,220944393,,,0,,motorway,0,-76.279537,36.803945,,,
,214,220944398,,,0,,motorway,0,-76.279421,36.804511,,,
,215,220944474,,,0,,motorway,0,-76.2794869,36.8086515,,,
,216,220944499,,,0,,motorway,0,-76.279982,36.809753,,,
,217,220944559,,,0,,motorway,0,-76.2814534,36.8134525,,,
,218,220944572,motorway_junction,,0,,motorway,0,-76.2815372,36.813918,,,
,219,220944614,,,0,,motorway,0,-76.2815789,36.8166503,,,
,220,220944734,,,0,,motorway,0,-76.2799493,36.8228407,,,
,221,220944811,,,0,,motorway,0,-76.2801827,36.8227319,,,
,222,220944874,,,0,,motorway,0,-76.281507,36.818348,,,
,223,220944889,motorway_junction,,0,,motorway,0,-76.281744,36.817462,,,
,224,220944986,,,0,,motorway,0,-76.2803495,36.8098645,,,
,225,220945019,,,0,,motorway,0,-76.279489,36.8076925,,,
,226,220945056,,,0,,motorway,0,-76.2799752,36.803174,,,
,227,220945259,,,0,,motorway,0,-76.2853825,36.7867669,,,
,228,220945287,,,0,,motorway,0,-76.2853,36.784734,,,
,229,220945359,,,0,,motorway,0,-76.284032,36.78125,,,
,230,220945374,,,0,,motorway,0,-76.283607,36.780588,,,
,231,220945389,,,0,,motorway,0,-76.281457,36.778218,,,
,232,220950244,motorway_junction,,0,,motorway,1,-76.4139845,36.7859266,,,
,233,221035225,,,0,,primary,0,-76.276007,36.850836,,,
,234,221036455,,,0,,motorway,0,-76.194086,36.845104,,,
,235,221036485,,,0,,motorway,0,-76.1909888,36.8457656,,,
,236,221036498,,,0,,motorway,0,-76.1903926,36.8458046,,,
,237,221036649,motorway_junction,,0,,motorway,0,-76.1960475,36.8533836,,,
,238,221036683,,,0,,motorway,0,-76.1978092,36.8476432,,,
,239,221036764,,,0,,trunk,0,-76.258265,36.956234,,,
,240,221036784,,,0,,primary,0,-76.257968,36.956153,,,
,241,221037805,,,0,,motorway,1,-76.239636,36.902902,,,
,242,221037861,,,0,,motorway,0,-76.28781,36.834855,,,
,243,221037900,,,0,,motorway,0,-76.287114,36.835926,,,
,244,221037918,,,0,,motorway,0,-76.28714,36.83654,,,
,245,221038127,,,0,,motorway,0,-76.1849948,36.8456312,,,
,246,221038197,,,0,,motorway,0,-76.185175,36.8446239,,,
,247,221038211,,,0,,primary,0,-76.1845474,36.8444265,,,
,248,221038799,traffic_signals,,1,,primary,0,-76.26767,36.916438,,,
,249,221038803,traffic_signals,,1,,primary,0,-76.2677921,36.9165304,,,
,250,221038846,motorway_junction,,0,,motorway,0,-76.2718764,36.9184238,,,
,251,221039474,,,0,,primary,0,-76.2501616,36.952568,,,
,252,221039650,motorway_junction,,0,,motorway,0,-76.257489,36.907744,,,
,253,221039732,,,0,,trunk,0,-76.256539,36.908009,,,
,254,221039752,,,0,,primary,0,-76.27689,36.850812,,,
,255,221040234,,,0,,motorway,0,-76.2935983,36.9667771,,,
,256,221041043,,,0,,primary,0,-76.21437,36.882319,,,
,257,221041135,,,0,,motorway,0,-76.212689,36.882783,,,
,258,221041203,,,0,,motorway,0,-76.213513,36.881842,,,
,259,221041465,motorway_junction,,0,,primary,0,-76.1944537,36.876669,,,
,260,221041477,motorway_junction,,0,,motorway,0,-76.196311,36.875982,,,
,261,221041562,,,0,,motorway,0,-76.199413,36.874538,,,
,262,221041575,,,0,,motorway,0,-76.19939,36.8741559,,,
,263,221041640,,,0,,motorway,0,-76.197,36.872656,,,
,264,221041657,,,0,,motorway,0,-76.195549,36.871061,,,
,265,221041800,,,0,,trunk,1,-76.255247,36.897581,,,
,266,221041802,,,0,,trunk,0,-76.25521,36.897849,,,
,267,221041807,,,0,,trunk,0,-76.255124,36.898414,,,
,268,221041851,,,0,,trunk,0,-76.25589,36.900004,,,
,269,221041885,,,0,,trunk,0,-76.2570491,36.8952677,,,
,270,221041901,,,0,,trunk,0,-76.257403,36.895919,,,
,271,221041917,,,0,,trunk,0,-76.257048,36.896601,,,
,272,221041960,,,0,,trunk,0,-76.25635,36.896254,,,
,273,221042253,,,0,,primary,0,-76.201291,36.855534,,,
,274,221042385,,,0,,primary,0,-76.1778569,36.85442,,,
,275,221042535,,,0,,primary,0,-76.2194182,36.9151916,,,
,276,221042590,,,0,,motorway,0,-76.3056028,36.9440107,,,
,277,221043342,,,0,,primary,0,-76.265357,36.852255,,,
,278,221043367,,,0,,primary,0,-76.2650167,36.8519104,,,
,279,221043866,,,0,,primary,0,-76.2093582,36.8587627,,,
,280,221043895,,,0,,primary,0,-76.209659,36.858368,,,
,281,221043907,,,0,,primary,0,-76.209672,36.856438,,,
,284,221043928,,,0,,primary,0,-76.209626,36.855083,,,
,285,221043953,,,0,,primary,0,-76.2098454,36.8531202,,,
,286,221043988,motorway_junction,,0,,motorway,0,-76.2844896,36.8447055,,,
,287,221044880,,,0,,primary,0,-76.26612,36.851868,,,
,288,221044908,,,0,,primary,0,-76.265925,36.851615,,,
,289,221045038,,,0,,motorway,0,-76.2595797,36.9086473,,,
,290,221045112,,,0,,motorway,0,-76.2575598,36.9047768,,,
,291,221045151,,,0,,trunk,0,-76.256671,36.9025,,,
,292,221045477,,,0,,primary,0,-76.240316,36.854482,,,
,293,221045501,,,0,,primary,0,-76.2401004,36.8549942,,,
,294,221045950,motorway_junction,,0,,motorway,0,-76.3057307,36.9429866,,,
,295,221046839,,,0,,motorway,0,-76.2670333,36.9162739,,,
,296,221046852,,,0,,motorway,0,-76.2677291,36.9168078,,,
,297,221046982,,,0,,motorway,0,-76.1978223,36.8429047,,,
,298,221047022,motorway_junction,,0,,motorway,0,-76.2015788,36.8444694,,,
,299,221047072,,,0,,motorway,0,-76.2071511,36.8440493,,,
,300,221047277,,,0,,primary,0,-76.279357,36.896099,,,
,301,221047286,,,0,,primary,0,-76.279565,36.896072,,,
,302,221047359,,,0,,motorway,0,-76.2778504,36.920923,,,
,303,221047370,,,0,,motorway,0,-76.2751809,36.9190625,,,
,304,221047384,traffic_signals,,1,,primary,0,-76.271928,36.9180172,,,
,305,221047524,motorway_junction,,0,,motorway,0,-76.2710648,36.9210673,,,
,306,221047614,,,0,,primary,0,-76.274888,36.854395,,,
,307,221047629,,,0,,primary,0,-76.274849,36.85468,,,
,308,221048181,,,0,,primary,0,-76.242123,36.853987,,,
,309,221048216,,,0,,primary,0,-76.2412875,36.8543052,,,
,310,221048379,,,0,,primary,0,-76.2720258,36.9175472,,,
,311,221048419,motorway_junction,,0,,motorway,0,-76.278905,36.845085,,,
,312,221048487,,,0,,motorway,1,-76.283033,36.846041,,,
,313,221048498,,,0,,trunk,0,-76.256502,36.903823,,,
,314,221048539,,,0,,motorway,0,-76.255673,36.904209,,,
,315,221048559,,,0,,motorway,0,-76.2541901,36.9041417,,,
,316,221048653,,,0,,primary,0,-76.2148681,36.882807,,,
,317,221048857,,,0,,trunk,0,-76.2564,36.908267,,,
,318,221048903,motorway_junction,,0,,motorway,0,-76.252854,36.90456,,,
,319,221049746,motorway_junction,,0,,motorway,0,-76.213409,36.8424069,,,
,320,221049827,,,0,,motorway,0,-76.2104753,36.841802,,,
,321,221049968,,,0,,motorway,0,-76.2676,36.943588,,,
,322,221049981,,,0,,motorway,0,-76.2669915,36.9430697,,,
,323,221050003,,,0,,motorway,0,-76.2661007,36.9410146,,,
,324,221050014,,,0,,trunk,0,-76.256873,36.958141,,,
,325,221050045,,,0,,trunk,0,-76.258924,36.957661,,,
,326,221050113,motorway_junction,,0,,trunk,0,-76.2600806,36.95911,,,
,327,221050235,,,0,,motorway,0,-76.2697866,36.9252189,,,
,328,221050542,,,0,,trunk,0,-76.254942,36.913518,,,
,329,221050560,,,0,,primary,0,-76.254168,36.91616,,,
,330,221050563,,,0,,trunk,0,-76.254144,36.916273,,,
,331,221050573,motorway_junction,,0,,trunk,0,-76.253586,36.918804,,,
,332,221051461,,,0,,primary,0,-76.2820245,36.8809537,,,
,333,221051464,,,0,,primary,0,-76.282126,36.8809496,,,
,334,221052131,motorway_junction,,0,,motorway,0,-76.1965417,36.8442304,,,
,335,221052323,traffic_signals,,1,,primary,0,-76.232336,36.855801,,,
,336,221052584,,,0,,primary,0,-76.2490496,36.9152813,,,
,339,221052604,,,0,,primary,0,-76.238856,36.914719,,,
,340,221052635,,,0,,primary,0,-76.238607,36.914349,,,
,341,221052818,,,0,,primary,0,-76.2693,36.9156702,,,
,342,221053469,,,0,,primary,0,-76.27671,36.850835,,,
,343,221053509,,,0,,primary,0,-76.276126,36.850968,,,
,344,221053657,,,0,,motorway,0,-76.194697,36.847185,,,
,345,221053709,,,0,,motorway,0,-76.194435,36.846428,,,
,346,221053743,,,0,,motorway,0,-76.194515,36.845792,,,
,347,221053859,,,0,,motorway,0,-76.198564,36.846289,,,
,348,221054126,,,0,,motorway,0,-76.306447,36.944119,,,
,349,221054136,,,0,,motorway,0,-76.305663,36.944454,,,
,350,221054142,,,0,,motorway,1,-76.3055752,36.9444674,,,
,351,221054606,,,0,,primary,0,-76.215202,36.883458,,,
,352,221054632,,,0,,primary,0,-76.214604,36.883305,,,
,353,221054749,,,0,,primary,0,-76.2631,36.958145,,,
,354,221054766,,,0,,motorway,0,-76.263796,36.958289,,,
,355,221054795,,,0,,motorway,0,-76.266177,36.960733,,,
,356,221054805,motorway_junction,,0,,motorway,0,-76.264318,36.954494,,,
,357,221054841,,,0,,motorway,0,-76.2633876,36.957585,,,
,358,221054846,,,0,,primary,0,-76.263299,36.957901,,,
,359,221056004,,,0,,motorway,0,-76.274095,36.844506,,,
,360,221056051,,,0,,motorway,0,-76.2780513,36.8445889,,,
,361,221056055,,,0,,motorway,1,-76.278924,36.844406,,,
,362,221057288,,,0,,motorway,1,-76.286551,36.920398,,,
,363,221057293,,,0,,motorway,0,-76.286527,36.9202574,,,
,364,221057693,motorway_junction,,0,,motorway,0,-76.284284,36.844627,,,
,365,221058344,,,0,,trunk,0,-76.2576661,36.8927795,,,
,366,221058717,,,0,,primary,0,-76.221215,36.891441,,,
,367,221058719,,,0,,primary,0,-76.2211147,36.8914886,,,
,368,221058732,,,0,,motorway,1,-76.279056,36.844524,,,
,369,221058817,,,0,,motorway,0,-76.2848,36.846664,,,
,371,221059734,,,0,,motorway,0,-76.264592,36.954478,,,
,372,221059768,,,0,,motorway,0,-76.265115,36.957433,,,
,373,221059773,,,0,,motorway,0,-76.265135,36.957539,,,
,374,221059798,motorway_junction,,0,,motorway,0,-76.266258,36.96044,,,
,375,221060147,,,0,,primary,0,-76.272583,36.858772,,,
,376,221060988,,,0,,motorway,0,-76.1869239,36.846139,,,
,377,221061011,motorway_junction,,0,,motorway,0,-76.1918759,36.8461852,,,
,378,221061116,,,0,,motorway,0,-76.195894,36.849683,,,
,379,221061149,,,0,,motorway,0,-76.195783,36.846244,,,
,380,221061653,,,0,,trunk,0,-76.256497,36.895888,,,
,381,221061682,,,0,,trunk,0,-76.256702,36.896222,,,
,382,221062219,,,0,,primary,0,-76.2103507,36.8435431,,,
,383,221062348,motorway_junction,,0,,motorway,0,-76.2101985,36.8437465,,,
,384,221062362,,,0,,motorway,0,-76.209845,36.8438397,,,
,385,221062460,,,0,,primary,0,-76.2100581,36.8436185,,,
,386,221062998,,,0,,trunk,0,-76.258227,36.944618,,,
,387,221063020,,,0,,primary,0,-76.2588592,36.9459309,,,
,388,221063029,,,0,,primary,0,-76.258415,36.9464426,,,
,389,221063058,,,0,,trunk,0,-76.258005,36.947692,,,
,390,221063064,,,0,,trunk,0,-76.25859,36.948824,,,
,391,221064273,traffic_signals,,1,,primary,0,-76.3740855,36.8482823,,,
,392,221064728,,,0,,primary,0,-76.3280531,36.7941041,,,
,393,221064869,,,0,,motorway,0,-76.3045757,36.8305467,,,
,394,221064897,,,0,,motorway,1,-76.305662,36.829301,,,
,395,221065086,traffic_signals,,1,,primary,0,-76.203486,36.855625,,,
,396,221065177,traffic_signals,,1,,primary,0,-76.210012,36.861451,,,
,397,221066149,,,0,,motorway,0,-76.340365,36.82057,,,
,398,221066207,,,0,,motorway,0,-76.337175,36.822757,,,
,399,221066210,,,0,,primary,0,-76.3373644,36.8229458,,,
,400,221066221,motorway_junction,,0,,motorway,0,-76.397527,36.871199,,,
,401,221066238,,,0,,motorway,0,-76.400339,36.870896,,,
,402,221066254,,,0,,motorway,0,-76.401946,36.870729,,,
,403,221066289,,,0,,motorway,0,-76.404919,36.869693,,,
,404,221066298,,,0,,motorway,0,-76.401582,36.869135,,,
,405,221066312,,,0,,motorway,0,-76.400416,36.869367,,,
,406,221066342,,,0,,motorway,0,-76.397602,36.870819,,,
,407,221066365,,,0,,motorway,0,-76.400737,36.868902,,,
,408,221066423,,,0,,primary,0,-76.339777,36.833963,,,
,409,221066444,,,0,,primary,0,-76.3400977,36.8343825,,,
,410,221066447,,,0,,primary,0,-76.3401667,36.8344829,,,
,411,221066505,,,0,,primary,0,-76.3389247,36.8344972,,,
,412,221066507,,,0,,primary,0,-76.339082,36.834384,,,
,413,221066529,,,0,,primary,0,-76.339683,36.833911,,,
,414,221066596,,,0,,primary,0,-76.206236,36.855561,,,
,415,221066601,,,0,,primary,0,-76.20622,36.855729,,,
,416,221066665,,,0,,motorway,1,-76.306522,36.828834,,,
,417,221066786,,,0,,motorway,0,-76.3050616,36.8301213,,,
,418,221066805,,,0,,motorway,0,-76.306104,36.830107,,,
,419,221066814,,,0,,motorway,0,-76.37416,36.799782,,,
,420,221066860,,,0,,motorway,0,-76.3738687,36.8013524,,,
,421,221067176,,,0,,motorway,0,-76.267089,36.9307256,,,
,422,221067184,,,0,,motorway,0,-76.2670649,36.9305331,,,
,423,221067196,,,0,,primary,0,-76.2668642,36.9301711,,,
,424,221067581,,,0,,primary,0,-76.267835,36.844844,,,
,425,221067721,,,0,,motorway,0,-76.268117,36.844818,,,
,426,221067862,,,0,,motorway,0,-76.3043777,36.8306409,,,
